Country;Subject Descriptor;Units;Scale;Country/Series-specific Notes;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Estimates Start After
Togo;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2039,858;1981,261;1877,437;1538,638;1714,009;2000,219;1868,622;1880,391;1779,716;1768,421;1700,074;1667,236;1686,301;1754,521;1693,751;1573,256;1572,566;1512,674;1531,897;1573,461;1625,03;1683,351;1746,35;1804,848;1862,61;1919,725;1976,808;2012,241;2061,146;2121,251;2106,383;2153,656;2016
Tonga;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;4150,481;4369,101;4182,198;4158,769;4252,64;4574,549;4563,394;4526,819;4612,174;4698,676;4855,585;4906,23;5105,713;5087,577;4971,157;4930,125;4802,151;4662,854;4872,363;4607,706;4633,328;4926,616;4965,511;5007,267;5135,269;5222,828;5622,406;5813,063;5837,955;5888,074;5934,073;5821,341;2020
Trinidad and Tobago;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;10540,414;10797,85;11814,84;11670,482;12029,505;12441,291;13293,436;14267,49;15403,907;16610,71;17711,784;18302,199;19525,471;22125,143;23625,839;24895,448;28293,842;29364,801;30191,317;28594,31;29423,109;29190,082;28798,412;29246,904;28796,464;29053,166;27281,745;26342,582;26250,324;25827,826;23722,459;23359,005;2019
Tunisia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;5350,88;5449,928;5759,448;5780,064;5874,915;5927,702;6236,813;6503,861;6743,827;7071,928;7303,382;7513,627;7552,319;7847,514;8272,019;8488,501;8851,589;9351,978;9645,963;9831,372;10063,613;9759,149;10041,334;10204,786;10376,099;10378,115;10386,282;10467,261;10634,306;10625,591;9615,152;9810,098;2019
Turkey;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;12332,081;12237,752;12758,208;13563,634;12622,216;13321,679;14040,151;14873,721;15117,162;14416,151;15198,583;14133,897;14864,246;15537,13;16852,71;18141,34;19159,887;19882,136;19783,247;18558,16;19804,918;21728,07;22496,657;24074,301;24929,24;26095,081;26599,436;28242,491;28660,967;28515,687;28867,786;31079,716;2020
Turkmenistan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;5910,868;5266,601;4245,308;3852,634;3527,396;3079,515;3241,509;3730,373;4372,644;5206,028;5963,492;6911,069;7844,031;8771,744;9624,776;10564,383;11976,146;12553,849;14158,689;15832,423;16579,911;16351,775;16786,723;16743,48;15741,966;15631,067;15673,52;14249,69;13569,209;14044,407;2004
Tuvalu;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3646,725;3517,926;3407,508;3238,041;3238,358;3417,851;3596,29;3350,919;3226,551;3424,973;3241,595;3374,009;3416,94;3722,891;3884,425;4103,838;4152,505;4710,274;4739,164;4840,27;2017
Uganda;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1061,717;1043,522;1069,872;1103,836;1150,884;1217,668;1256,195;1273,256;1309,755;1369,551;1377,424;1451,16;1503,452;1540,508;1575,098;1676,351;1735,102;1812,018;1932,936;2020,208;2102,266;2190,742;2172,223;2192,976;2253,876;2364,549;2299,434;2383,188;2442,419;2564,775;2456,883;2497,505;2016
Ukraine;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;14495,738;13019,819;11204,486;8708,542;7710,171;7004,428;6852,282;6780,253;6825,907;7295,688;8007,261;8505,308;9388,106;10572,024;10981,664;11888,365;12939,345;13289,867;11327,655;11839,776;12526,09;12576,492;12611,945;12467,834;11292,085;11612,979;11942,821;12428,081;12902,796;12447,074;12944,922;2020
United Arab Emirates;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;107627,916;105170,214;103923,397;100302,567;100588,783;99158,997;103086,1;105960,969;97227,154;94255,743;107219,502;102698,612;99524,483;102135,353;105667,821;101489,287;91319,909;75980,144;60407,924;56367,166;56822,024;59819,305;61531,359;63633,817;65323,125;67582,147;68259,555;68504,474;68856,667;70179,956;67445,471;67941,761;2020
United Kingdom;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;30580,227;30137,065;30181,211;30863,734;31968,785;32685,975;33420,299;34992,839;36190,375;37249,759;38423,582;39321,071;40006,576;41147,712;41868,718;42775,866;43629,179;44300,728;43816,395;41718,922;42245,61;42429,609;42752,763;43414,134;44317,526;45007,352;45407,354;45923,363;46221,434;46630,989;41861,408;44559,246;2019
United States;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;40382,199;39806,051;40664,921;41242,867;42386,511;43012,381;44118,005;45532,569;47021,525;48716,083;50145,354;50105,605;50459,399;51386,126;52882,73;54220,91;55204,977;55760,348;55312,798;53409,242;54437,45;54890,026;55744,766;56382,986;57258,643;58385,724;58937,871;59885,714;61305,187;62417,549;60068,854;63485,568;2020
Uruguay;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;11325,927;11658,902;12508,586;12764,421;13565,46;13286,051;13940,552;14477,025;14977,444;14430,879;14117,337;13619,296;12677,178;13004,381;13595,448;14473,339;15041,188;16021,347;17149,28;17797,506;19081,126;19972,449;20595,644;21465,01;22073,38;22069,821;22357,801;22637,313;22662,6;22660,765;21258,483;21842,559;2015
Uzbekistan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;3099,392;2959,818;2751,773;2678,055;2671,689;2723,874;2798,323;2876,859;2997,801;3082,744;3167,414;3259,936;3463,106;3660,823;3891,802;4205,409;4514,745;4798,689;5053,213;5224,145;5513,405;5829,285;6127,969;6458,147;6721,482;6897,807;7147,862;7419,926;7403,472;7734,526;2020
Vanuatu;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2454,139;2481,078;2495,617;2465,954;2571,143;2531,176;2524,477;2581,238;2545,408;2490,098;2578,683;2435,397;2257,198;2300,125;2338,069;2406,752;2551,798;2566,052;2648,905;2671,628;2640,895;2662,523;2628,946;2581,886;2602,74;2553,675;2635,524;2738,972;2755,05;2768,994;2521,362;2493,774;2018
Venezuela;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;16424,636;17598,569;18235,914;17875,116;17071,451;17364,324;16965,033;17681,472;17385,75;16027,197;16072,076;16343,749;14654,607;13301,808;15485,932;16817,616;18193,572;19485,41;20205,672;19268,248;18702,897;19201,512;19990,746;19973,024;18928,272;17510,852;14482,668;12321,887;10431,452;7045,248;4908,065;4724,285;2010
Vietnam;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2041,063;2120,262;2264,059;2404,986;2573,825;2773,524;2984,436;3177,756;3309,752;3416,117;3599,173;3795,973;4011,636;4265,994;4556,153;4855,02;5145,627;5460,725;5714,783;5964,555;6284,506;6695,705;6988,794;7298,825;7684,58;8133,268;8585,476;9085,612;9637,216;10131,714;10331,659;10622,408;2019
West Bank and Gaza;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;4035,588;4033,377;3853,316;4176,577;4628,109;4857,973;4309,789;3802,477;3238,112;3592,491;4260,696;4605,633;4428,609;4463,905;4668,002;4938,184;5091,926;5443,689;5636,7;5763,351;5622,601;5701,394;6070,647;6025,007;5947,337;5879,786;5079,084;5181,359;2020
Yemen;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;3291,391;3339,906;3442,858;3411,515;3478,289;3525,999;3554,685;3616,219;3714,286;3737,714;3847,856;3871,318;3899,679;3920,954;3951;4043,578;4046,845;4056,71;4078,765;4109,592;4297,209;3641,576;3620,115;3684,206;3570,15;2495,828;2195,962;2025,838;1985,488;1960,355;1748,27;1671,516;2019
Zambia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2397,982;2311,222;2290,371;2224,104;1871,121;1876,239;1940,9;1960,859;1900,734;1936,061;1959,066;2010,796;2048,773;2136,217;2227,947;2326,071;2441,402;2571,185;2691,622;2854,268;3055,687;3129,699;3266,595;3328,484;3379,555;3372,894;3394,542;3407,306;3438,08;3383,314;3183,655;3120,778;2019
Zimbabwe;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3090,893;3064,904;2943,017;2937,197;2718,135;2275,506;2116,459;1942,994;1845,814;1778,6;1478,458;1573,525;1866,458;2111,008;2349,177;2329,837;2325,101;2327,684;2303,064;2382,489;2462,729;2270,531;2137,437;2203,209;2017
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
International Monetary Fund, World Economic Outlook Database, October 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
